"gene","num_of_experi","mean_rls","mean_rls_rela","std_mean_rls","std_mean_rls_rela","cv_mean_rls_rela"
"YPL077C",1,28.35,1.19368421052632,NA,NA,NA
"MSH3",1,29.1,1.22526315789474,NA,NA,NA
"HMG1",2,21.45,0.84596828838596,0.353553390593274,0.0794213443891328,0.0938821767665338
"YDR048C",1,32.25,1.17915904936015,NA,NA,NA
"ATG19",2,29.575,1.3164321761169,1.52027957955108,0.0583566612283843,0.0443294096628054
"CRN1",2,29.7125,1.32219410317584,3.80069894887769,0.159837024159714,0.120887715181753
"TUP1",2,21.5875,0.961697399421763,3.97747564417433,0.183883395147689,0.191207125295599
"YMR295C",2,29.8,1.32671111210209,0.141421356237309,0.0156928125385405,0.0118283569010561
"AGX1",2,29.6875,1.32163853523304,0.265165042944955,0.00244379029819875,0.0018490610201282
"PMP1",2,26.2875,1.17073401859573,2.66932809897922,0.127127022404899,0.10858745059564
"TCB3",2,29.5875,1.317024905795,1.29046987566545,0.0481216470224875,0.0365381450348805
