"gene","eta","epsilon","xc","mean_rela","steepness_rela","skewness_rela","scaling","length","eta_rela","epsilon_rela","xc_rela","scaling_rela","hard_cluster","xc_epsilon_rela"
"ALG12",0.0484138333449026,0.205014461349205,0.200371343470988,1.19821118471986,0.929434764753882,-1.00585807690037,0.0705652352461176,0.210397543173374,0.230106457588282,0.974414711583715,0.952346403141582,0.335390015405122,"eta",0.952346403141582
"ALG3",0.0144271037684676,0.0806150784297914,0.0903483138988871,1.07788871523248,0.963319630573975,-0.569630404028396,0.0366803694260254,0.0860935622552315,0.167574710472512,0.93636592932235,1.04942009056429,0.426052406999764,"eta",0.93636592932235
"ALG5",0.245177273981932,0.131197773860077,0.0363157025086304,1.19218037910523,1.16444116787821,-2.1937741540466,0.164441167878207,0.252931207655718,0.969343705169273,0.518709316561122,0.143579366283904,0.650141868227028,"xc",0.143579366283904
"ALG6",0.0640969018115198,0.00562689145884021,0.0446557008354478,0.983036616800825,0.933059820798116,2.66822633042494,0.0669401792018837,0.0690560928603868,0.928186046394296,0.0814829108593836,0.646658375615456,0.969359493552858,"epsilon",0.0814829108593836
"ALG8",0.181465681879959,0.151206447647779,0.220539119501974,1.04762035736119,0.751146672509264,-0.984412008747768,0.248853327490736,0.253368658358565,0.716212032915099,0.596784340365385,0.870427782704953,0.982178810524234,"epsilon",0.596784340365385
"ALG9",0.0550928553150344,0.0281489467531861,0.0200254709059812,1.04782599369871,1.03324213897374,-0.701876358415139,0.0332421389737376,0.0582440166610977,0.945897252169285,0.483293364140308,0.343820224873958,0.570739122735343,"xc",0.343820224873958
"ALK2",0.233612786579347,0.0793198971246169,0.0131215094902526,1.14354239547569,1.1842935082048,0.227416203900529,0.184293508204795,0.233599050651602,1.00005880129952,0.339555734080946,0.0561710736993638,0.788930895441253,"xc",0.01
"ALO1",0.283483509037971,0.128739287062195,0.218598749184499,0.967644998841014,0.68034043767919,0.850155389830608,0.31965956232081,0.321292828869755,0.882321308057855,0.400691442492116,0.680372325624216,0.994916579511934,"epsilon",0.400691442492116
"ALP1",0.135147213937437,0.0957008887004794,0.0532969748990168,1.13131856765124,1.07277371611181,-0.304317062094673,0.0727737161118125,0.150135205620458,0.900170039258407,0.637431362650618,0.354993185500751,0.484721193880298,"xc",0.354993185500751
"ALY2",0.137793942625078,0.192097840315883,0.1503230595865,1.21666869558003,1.02206690380671,0.0703806764733643,0.0220669038067072,0.217789512805296,0.632693194682272,0.882034391103207,0.690221754253562,0.101322159742535,"scaling",0.690221754253562
"AMA1",0.137411529133518,0.0698145270025453,0.0252871287966488,1.10951023866477,1.09046069127647,-1.84334165816119,0.0904606912764654,0.14204094141701,0.967407901994253,0.491509886558557,0.178027043079148,0.636863501283668,"xc",0.178027043079148
"AMD2",0.198153881924382,0.0448473068088026,0.121392194335331,0.948380281314536,0.794143734062275,3.32142117979897,0.205856265937725,0.212229586964188,0.933676989899713,0.211315054843745,0.57198525460927,0.96996968651907,"epsilon",0.211315054843745
"AMN1",0.126240823932169,0.272591083367678,0.322931089953883,1.1826164947,0.739031259481653,-1.39110221651358,0.260968740518347,0.318517609661143,0.396338601393093,0.855811657188046,1.01385631487513,0.819322802265095,"eta",0.855811657188046
"ANP1",0.0302792321073636,0.0722876835611712,0.0737621989823078,0.955099702327181,1.07250301192661,0.0155465763650103,0.0725030119266052,0.0852802642440628,0.355055561515473,0.847648447175208,0.864938677619577,0.850173396732327,"eta",0.847648447175208
"APN2",0.155629952537284,0.146421544097401,0.209684026269166,1.0574055855582,0.775397034159451,-0.704449657930688,0.224602965840549,0.231822978838704,0.671331001425733,0.631609277177295,0.904500612146212,0.968855490364574,"epsilon",0.631609277177295
"AQY1",0.0621410195512836,0.114041104334179,0.104478975482831,1.12381139563288,0.99038802650484,2.4677127765282,0.00961197349515963,0.124183943096654,0.500394962518775,0.918324072262868,0.841324352227358,0.0774010975612084,"scaling",0.841324352227358
"ARG1",0.124807515070047,0.174697575704061,0.228820429317907,1.09756122457266,0.787497100034728,-0.651235780480875,0.212502899965272,0.23382830246522,0.533757093363884,0.74711903504515,0.978583118063486,0.908798882448714,"eta",0.74711903504515
"ARG2",0.352845878483371,0.288532272247006,0.1822853699512,0.589172694957958,0.88447745880527,0.0455003113502121,0.11552254119473,0.426760509058881,0.826800678585489,0.67609880980622,0.42713738989858,0.270696418113963,"scaling",0.42713738989858
"ARG4",0.245679030616859,0.176169691852993,0.0858348329013325,0.744084977055984,0.889008726680051,0.942603460746925,0.110991273319949,0.278947238239815,0.880736558523104,0.631552020248135,0.307709921929893,0.39789342966905,"xc",0.307709921929893
"ARG81",0.0550321577710197,0.151529550151939,0.144914756211794,1.15382595741002,0.96326589737627,-2.72598319966086,0.0367341026237301,0.158151255033525,0.347971679133081,0.958130557483201,0.916304813269266,0.232271964050765,"scaling",0.916304813269266
"ARK1",0.108734436127671,0.120204688315921,0.0665918889454323,0.86098382573564,0.969851723338278,3.33893036072427,0.0301482766617219,0.142247725088209,0.764401933740906,0.845037685076378,0.468140273625735,0.211942065456771,"scaling",0.468140273625735
"ARO10",0.0464977452695642,0.183356994703053,0.179825433134206,1.17852626377767,0.938584510130352,-2.41114143768339,0.0614154898696483,0.188794833759677,0.246287169747202,0.97119709820267,0.952491281425166,0.32530280965117,"eta",0.952491281425166
"ARO8",0.000744048591324054,0.159763418914,0.174564653350835,1.14005883171184,0.906438228458372,-1.33656614942136,0.0935617715416281,0.168434798763477,0.00441742797086057,0.948517883993473,1.03639304129764,0.555477681740882,"eta",0.948517883993473
"ARO9",0.239050082228473,0.131996474751105,0.0434304283360208,0.782124158281459,0.866013501497016,-0.588546310819136,0.133986498502984,0.255777763274396,0.934600722002649,0.516059226812069,0.169797513982594,0.523839511252761,"xc",0.169797513982594
"ARP1",0.0867795209765318,0.409651109216131,0.383185803470012,1.3954238037825,0.87238975452052,-1.70174736484793,0.12761024547948,0.415504945035741,0.208853160505869,0.985911513474029,0.922217191511525,0.307120882685291,"eta",0.922217191511525
"ARR1",0.0542489420910655,0.0990343067292526,0.0926632749893258,1.10812526918917,0.991118958684218,-1.01324926465499,0.00888104131578227,0.108489385342916,0.500039168989611,0.912847892134537,0.854122960476117,0.0818609238840356,"scaling",0.854122960476117
"ART5",0.381943785538996,0.221579595379468,0.32118377782269,0.982530370673338,0.557014318208363,0.182257336745235,0.442985681791637,0.443330015024036,0.861533784303525,0.499807339612352,0.724480109485203,0.999223302684839,"epsilon",0.499807339612352
"ARV1",0.252855625348882,0.0632124038989963,0.0409187475718066,1.13399645528471,1.21524309859499,-0.977542740800779,0.215243098594995,0.253544160890449,0.99728435654306,0.249315163390053,0.161387063413725,0.848937312691641,"xc",0.01
"ARX1",0.0827785885820064,0.0473485922223053,0.00192250158152614,0.931321213153227,0.94770903427687,2.04472654230018,0.0522909657231295,0.0863198752258252,0.958974840561872,0.548524799166293,0.0222718299406319,0.605781294126397,"xc",0.0222718299406319
"ASF1",0.700063404887446,0.234067166955189,0.117694343536409,0.345324631391714,0.637245831338049,3.65562686783503,0.362754168661951,0.748458699691585,0.935340059746675,0.31273224167431,0.157248948519013,0.484668250648206,"xc",0.157248948519013
"ASN1",0.0519788427871746,0.0791555416525498,0.0735177014584964,1.09025927836922,1.00017404029266,-1.38601225161275,0.000174040292657107,0.0902594461635756,0.575882580677199,0.876977923275726,0.814515317601899,0.00192822247481662,"scaling",0.814515317601899
"ASN2",0.0742058169872112,0.0790139589162573,0.0638133695908089,1.09771554481523,1.02193155197849,0.59150052657363,0.021931551978486,0.100146496048155,0.740972674186523,0.788983759134859,0.637200222762909,0.218994701201931,"scaling",0.637200222762909
"ASP1",0.129985624637195,0.310188475351147,0.359666152005856,1.21425306072892,0.718630232688035,0.907638494568708,0.281369767311965,0.353657065515311,0.367547088159526,0.877088302757851,1.01699128075326,0.795600582451204,"eta",0.877088302757851
"ATG1",0.178363713815269,0.158550094028498,0.226885458187609,1.05563909640289,0.749991298378418,0.869009944720992,0.250008701621582,0.256125086500794,0.69639298614631,0.619033833017396,0.88583848340411,0.976119540015489,"epsilon",0.619033833017396
"ATG11",0.199865425316277,0.200423898950738,0.271950320158714,1.08001758626815,0.711033826901004,-0.101079186792197,0.288966173098996,0.299840396390579,0.666572709088633,0.668435278779653,0.906983593379679,0.963733294704501,"eta",0.668435278779653
"ATG13",0.120744555603238,0.180650704439894,0.233432355978,1.10473436296574,0.788040053762885,0.397582241176601,0.211959946237115,0.236423995386845,0.510711932626262,0.764096318329733,0.987346295354031,0.896524677583164,"eta",0.764096318329733
"ATG19",0.0531258340317927,0.171412976944931,0.204093223758305,1.12830126711414,0.852547819457867,-0.396111837598317,0.147452180542133,0.195456800060072,0.271803457415986,0.876986510022925,1.04418584411276,0.754397802976487,"eta",0.876986510022925
"ATG23",0.272490264278748,0.143894331954524,0.231480141350041,0.987662075274037,0.680986842485975,2.25435224415731,0.319013157514025,0.319251654739034,0.853528118754747,0.450723840639596,0.725071077671497,0.999252949134424,"epsilon",0.450723840639596
"ATG32",0.341012503990532,0.00317224207647245,0.104082962392288,0.823498743952228,0.706718296526652,2.10314191056397,0.293281703473348,0.342296437285973,0.996249060301006,0.0092675287584784,0.304072584621531,0.85680618179594,"epsilon",0.0092675287584784
"ATG5",0.0936296732013413,0.199758308068837,0.244067127333852,1.13445651439482,0.802293940215851,-0.993440754774883,0.197706059784149,0.239094626327273,0.39160090981376,0.83547803284967,1.02079720938509,0.826894618340475,"eta",0.83547803284967
"ATG6",0.893823653600185,0.322567988396333,0.197724110040171,0.0976892186954264,0.613576834979626,1.47255849222041,0.386423165020374,0.981574046377976,0.910602370649885,0.328623183942785,0.201435755936882,0.39367703989962,"xc",0.201435755936882
"ATG8",0.0734987949764155,0.245651088985719,0.230309913031767,1.24304726322012,0.933166715340525,-1.60219623060511,0.0668332846594751,0.252068760653048,0.291582323751655,0.974539995949112,0.913678920129137,0.265139101276678,"scaling",0.913678920129137
"ATO2",0.360294840144361,0.246217837529767,0.0980322961511774,1.32168224620434,1.21849699182292,1.41799719307467,0.218496991822916,0.388870676393493,0.926515836796559,0.633161234509291,0.252094853385087,0.561875721382041,"xc",0.252094853385087
"ATP1",0.857164471158781,0.146601790588066,0.028029387485168,0.265730619240403,0.496320506544075,2.30310815495465,0.503679493455925,0.890418191441021,0.962653817496222,0.164643750540194,0.0314789025590394,0.565666220993069,"xc",0.0314789025590394
"ATP10",0.115242315897322,0.062323083445832,0.117101323757938,1.00663682193402,0.854980781726959,2.1676119032143,0.145019218273041,0.145171006312927,0.793838376024675,0.429308062461798,0.806644017507999,0.998954419041786,"epsilon",0.429308062461798
"ATP11",0.387071712191458,0.139207197140231,0.0315302065848301,1.23028663613524,1.31095432946115,-0.196319455740711,0.310954329461154,0.386942540686757,1.00033382606232,0.359761934919748,0.0814855004799146,0.803618875581018,"xc",0.01
"ATP12",0.769688891393953,0.271228901969103,0.153823418068339,0.253817092695415,0.629646738951327,2.08620508359775,0.370353261048673,0.833036895415149,0.923955344151203,0.325590503208066,0.184653787743315,0.444582062435669,"xc",0.184653787743315
"ATP14",0.119149161694007,0.0913528232887276,0.146561472709947,1.0291333306267,0.835746666015707,1.11795676429476,0.164253333984293,0.166816991575679,0.714250752088121,0.547623011456143,0.878576404751054,0.984631915686939,"epsilon",0.547623011456143
"ATP15",0.0775724538340672,0.186372572125472,0.146739918315939,0.822334469880621,1.04378834917344,-0.775986476430981,0.043788349173445,0.182982130591857,0.42393458630719,1.01852881219958,0.801935783791059,0.239303963899706,"scaling",0.801935783791059
"ATP17",0.0557541028666629,0.169853216869869,0.162812091180708,1.17005249038833,0.954333500344868,0.958311981659562,0.0456664996551317,0.176077479190342,0.316645280946986,0.964650434859163,0.924661642870899,0.259354574276734,"scaling",0.924661642870899
"ATP18",0.478791643494133,0.0873841463313474,0.197444203385998,0.792362414256396,0.560871324203713,2.04515208487978,0.439128675796287,0.485744131122583,0.985686934369372,0.17989748250668,0.406477795068142,0.904032900575525,"epsilon",0.17989748250668
"ATP2",0.522581401772771,0.225199065071662,0.110782857446477,0.50488566627573,0.73089479777494,2.92518135757175,0.26910520222506,0.563520907619068,0.927350511236095,0.399628588800991,0.196590500811311,0.477542534068623,"xc",0.196590500811311
"ATP4",0.181737558903424,0.16889328854901,0.237617403277077,1.06271586396984,0.741912848343672,0.281657553044768,0.258087151656328,0.265597924396182,0.684258204639932,0.635898375083226,0.894650829133108,0.971721267186373,"epsilon",0.635898375083226
"ATP5",0.156585153747715,0.217110408124498,0.277822342155347,1.11817175816813,0.739260388501473,-0.313960681884797,0.260739611498527,0.286268596658715,0.546986835354467,0.758415036293111,0.970495350862959,0.910821565976292,"eta",0.758415036293111
"ATP7",0.143741649511293,0.148109870801616,0.208263864899651,1.06504810276705,0.784677888311266,-1.46679545939442,0.215322111688734,0.224933028823443,0.639041986244359,0.65846208347584,0.925892769012253,0.957272094787585,"eta",0.65846208347584
"AUS1",0.202094802978324,0.290984202756352,0.220322353432883,1.32388823918212,1.03570821686477,-0.102504892069982,0.0357082168647653,0.325850683952261,0.620206778537658,0.892998594408299,0.676145131139763,0.109584600012676,"scaling",0.676145131139763
"AVO2",0.0720241306989209,0.0172120431164556,0.0589598552106859,0.989171851828379,0.919048140647566,0.72380049809808,0.0809518593524338,0.0816728371335464,0.88186150042947,0.210743788517002,0.721902866117879,0.991172367626538,"epsilon",0.210743788517002
"AVT1",0.106097769685219,0.126557680835694,0.0981739516476144,1.14924903740004,1.02629785724182,-1.32708279482854,0.0262978572418195,0.151548185275673,0.700092643750385,0.835098622959293,0.647806844199631,0.173528024726806,"scaling",0.647806844199631
"AVT3",0.0406674261745617,0.197562701166254,0.225325669478361,1.15642825026854,0.850717227942273,-1.39495842595226,0.149282772057727,0.216229377086734,0.188075398091024,0.913671878576459,1.04206779168576,0.690390797351495,"eta",0.913671878576459
"AVT4",0.080426851631449,0.179686489122403,0.138540844880671,0.826418878478113,1.0363413277466,1.7679675026333,0.0363413277465976,0.177344573785559,0.453506131677303,1.01320545245256,0.781195848981492,0.204919310305714,"scaling",0.781195848981492
"AVT5",0.13603375695032,0.106800294121378,0.0643500807080241,1.14124706321843,1.06721105491783,-0.614477128998684,0.0672110549178349,0.156422692634413,0.869654873338959,0.682767265559021,0.411385839383428,0.429675859594864,"xc",0.411385839383428
"AVT6",0.184410264162277,0.237278265076479,0.174753042458103,1.27060766735427,1.04471848033062,-0.376633794587426,0.0447184803306222,0.274277691608338,0.67234875385203,0.865102311766962,0.637139103196355,0.163040895044717,"scaling",0.637139103196355
"AVT7",0.0835103169564332,0.0445626704407638,0.0242370951546837,1.07121843082354,1.0514852551887,0.907888841850351,0.0514852551886977,0.0878794423674439,0.950282736288398,0.507088680131095,0.275799373570703,0.585862333689217,"xc",0.275799373570703
"AYR1",0.176019776106643,0.0877937083027594,0.158003645159539,0.996623568588867,0.789028913551833,0.741567402919899,0.210971086448167,0.210998103323689,0.834224447205639,0.41608766581222,0.748839172820186,0.999871956784937,"epsilon",0.41608766581222
"AZF1",0.0473629896819102,0.00884179978372425,0.00349224954502443,1.02883992363407,1.03741511457782,-0.576015139807911,0.0374151145778174,0.047240152350411,1.0026002738219,0.187167046332511,0.0739254505176051,0.792019346175795,"xc",0.0739254505176051
"BAG7",0.207441208354325,0.233930607154632,0.305655345996171,1.10512688709365,0.688382943626707,1.5698753487382,0.311617056373293,0.32887209096054,0.630765619996666,0.711311824823411,0.929404940089141,0.94753268805252,"eta",0.711311824823411
"BAP2",0.251350653104146,0.0115501794472381,0.0974546264505721,1.08837462681689,1.24905533539401,0.0289618115837782,0.249055335394008,0.264270003506352,0.951113065308997,0.0437059798463298,0.368769157140567,0.942427563058711,"epsilon",0.01
